car_park_slug,car_park_name,txn_ref,vrm,arrival,departure,transaction_time,stay_minutes,payment_type,card_scheme,net_charge,discount_code,product_id,discounted_net,vat_rate,vat_amount,amount_paid,psp,acquirer,psp_reference
riverside-retail,Riverside Retail Park,VP-20250301-66354671,OD53 VTW,01/03/2025 11:36,01/03/2025 11:52,01/03/2025 11:51,16,DEBIT_CARD,AMEX,2.08,PROMO-20,PROD-PR-003,1.66,0.2,0.33,1.99,ADVAM,AMEX,ADVAM-20250309-26516384
riverside-retail,Riverside Retail Park,VP-20250301-21816631,FK62 SDT,01/03/2025 11:13,01/03/2025 13:55,01/03/2025 13:53,162,debit_card,VISA,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250304-58596219
riverside-retail,Riverside Retail Park,VP-20250301-95563007,WC43 JFM,01/03/2025 12:04,01/03/2025 13:32,01/03/2025 13:31,88,contactless,AMEX,3.33,,,3.33,0.2,0.67,4.0,ADVAM,AMEX,ADVAM-20250309-90506598
riverside-retail,Riverside Retail Park,VP-20250301-16987761,AA63 HPH,01/03/2025 18:22,01/03/2025 21:06,01/03/2025 21:03,164,Contactless,VISA,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250323-23624315
riverside-retail,Riverside Retail Park,VP-20250301-96860948,VU70 BWJ,01/03/2025 14:49,01/03/2025 15:34,01/03/2025 15:33,45,CASH,N/A,2.08,,,2.08,0.2,0.42,2.5,N/A,N/A,N/A
riverside-retail,Riverside Retail Park,VP-20250301-91237537,LK07 SFM,01/03/2025 11:39,01/03/2025 13:05,01/03/2025 13:04,86,Contactless,VISA,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250325-59243159
riverside-retail,Riverside Retail Park,VP-20250301-36597138,OT55 VEY,01/03/2025 14:23,01/03/2025 16:36,01/03/2025 16:33,133,DEBIT_CARD,MASTERCARD,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250312-00059802
riverside-retail,Riverside Retail Park,VP-20250301-67655632,RY88 FOO,01/03/2025 16:09,01/03/2025 16:31,01/03/2025 16:27,22,Credit_Card,VISA,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250304-20445280
riverside-retail,Riverside Retail Park,VP-20250301-33274627,,01/03/2025 15:24,01/03/2025 19:00,01/03/2025 18:56,216,CONTACTLESS,MASTERCARD,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250319-98330100
riverside-retail,Riverside Retail Park,VP-20250301-31832945,YX68 STC,01/03/2025 13:19,01/03/2025 18:13,01/03/2025 18:11,294,DEBIT_CARD,MASTERCARD,7.08,,,7.08,0.2,1.42,8.5,ADVAM,Worldpay,ADVAM-20250312-96089650
riverside-retail,Riverside Retail Park,VP-20250301-50274217,OA79 HDN,01/03/2025 13:09,01/03/2025 15:02,01/03/2025 14:58,113,Credit_Card,VISA,3.33,PROMO-20,PROD-PR-003,2.66,0.2,0.53,3.19,ADVAM,Worldpay,ADVAM-20250328-30628161
riverside-retail,Riverside Retail Park,VP-20250301-28692882,EL95 ULL,01/03/2025 11:12,01/03/2025 12:40,01/03/2025 12:35,88,CASH,N/A,3.33,,,3.33,0.2,0.67,4.0,N/A,N/A,N/A
riverside-retail,Riverside Retail Park,VP-20250301-05610608,OD15 KPD,01/03/2025 13:39,01/03/2025 14:23,01/03/2025 14:19,44,debit_card,VISA,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250305-17331209
riverside-retail,Riverside Retail Park,VP-20250301-29545945,OG03 CNM,01/03/2025 10:06,01/03/2025 10:24,01/03/2025 10:19,18,Debit_Card,AMEX,2.08,,,2.08,0.2,0.42,2.5,ADVAM,AMEX,ADVAM-20250323-40321834
riverside-retail,Riverside Retail Park,VP-20250301-49914832,DT92 HWL,01/03/2025 10:14,01/03/2025 12:02,01/03/2025 11:58,108,CREDIT_CARD,MAESTRO,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250305-08345654
riverside-retail,Riverside Retail Park,VP-20250301-05546920,FB17 ERL,01/03/2025 12:45,01/03/2025 15:21,01/03/2025 15:17,156,DEBIT_CARD,MASTERCARD,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250310-66257908
riverside-retail,Riverside Retail Park,VP-20250301-10379680,KY74 ASU,01/03/2025 13:20,01/03/2025 13:52,01/03/2025 13:47,32,APP,VISA,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250312-13486922
riverside-retail,Riverside Retail Park,VP-20250301-09574366,BP91 EXA,01/03/2025 14:51,01/03/2025 16:06,01/03/2025 16:04,75,contactless,MASTERCARD,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250306-21450605
riverside-retail,Riverside Retail Park,VP-20250301-81238633,,01/03/2025 15:41,01/03/2025 17:32,01/03/2025 17:30,111,Debit_Card,VISA,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250303-27683066
riverside-retail,Riverside Retail Park,VP-20250301-42664340,CE79 DXR,01/03/2025 09:47,01/03/2025 10:46,01/03/2025 10:42,59,CREDIT_CARD,MASTERCARD,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250318-52954077
riverside-retail,Riverside Retail Park,VP-20250301-40689926,LX89 BET,01/03/2025 16:18,01/03/2025 15:57,01/03/2025 16:38,,APP,MASTERCARD,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250310-96712256
riverside-retail,Riverside Retail Park,VP-20250301-03326917,XR90 ASX,01/03/2025 20:20,02/03/2025 02:18,02/03/2025 02:13,358,Contactless,VISA,7.08,,,7.08,0.2,1.42,8.5,ADVAM,Worldpay,ADVAM-20250311-25159846
riverside-retail,Riverside Retail Park,VP-20250301-52563507,PY86 HCO,01/03/2025 19:35,01/03/2025 21:35,01/03/2025 21:34,120,CONTACTLESS,MASTERCARD,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250326-57648871
riverside-retail,Riverside Retail Park,VP-20250301-99275593,SV60 SSY,01/03/2025 18:20,01/03/2025 18:15,01/03/2025 20:59,,CONTACTLESS,MASTERCARD,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250311-56519176
riverside-retail,Riverside Retail Park,VP-20250301-43243005,JL79 NPM,01/03/2025 15:48,01/03/2025 16:41,01/03/2025 16:38,53,APP,MASTERCARD,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250317-02451930
riverside-retail,Riverside Retail Park,VP-20250301-55292324,PB13 LMP,01/03/2025 16:20,01/03/2025 18:20,01/03/2025 18:16,,Contactless,VISA,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250301-09286102
riverside-retail,Riverside Retail Park,VP-20250301-59632794,BL07 DFD,01/03/2025 10:29,01/03/2025 11:09,01/03/2025 11:05,40,Credit_Card,VISA,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250309-51098964
riverside-retail,Riverside Retail Park,VP-20250301-68395546,XA54 KVD,01/03/2025 15:25,01/03/2025 20:13,01/03/2025 20:10,288,debit_card,MASTERCARD,7.08,,,7.08,0.2,1.42,8.5,ADVAM,Worldpay,ADVAM-20250306-18592069
riverside-retail,Riverside Retail Park,VP-20250301-82239933,HR08 KCT,01/03/2025 11:46,01/03/2025 13:50,01/03/2025 13:46,124,DEBIT_CARD,AMEX,5.0,,,5.0,0.2,1.0,6.0,ADVAM,AMEX,ADVAM-20250313-29171385
riverside-retail,Riverside Retail Park,VP-20250301-57041134,WW54 JGK,01/03/2025 18:21,01/03/2025 19:24,01/03/2025 19:19,63,CONTACTLESS,VISA,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250303-17169798
riverside-retail,Riverside Retail Park,VP-20250301-67293063,EM88 XEV,01/03/2025 09:39,01/03/2025 11:24,01/03/2025 11:20,105,debit_card,VISA,3.33,VALID-CODE,PROD-VC-004,0.0,0.2,0.0,0.0,ADVAM,Worldpay,ADVAM-20250330-37963282
riverside-retail,Riverside Retail Park,VP-20250301-90956453,OO76 HDP,01/03/2025 19:43,01/03/2025 22:01,01/03/2025 21:58,138,credit_card,VISA,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250315-30692985
riverside-retail,Riverside Retail Park,VP-20250301-31626071,VE12 MRN,01/03/2025 12:55,01/03/2025 12:30,01/03/2025 13:16,,debit_card,MASTERCARD,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250313-89001147
riverside-retail,Riverside Retail Park,VP-20250301-59492256,,01/03/2025 12:45,01/03/2025 14:12,01/03/2025 14:08,87,credit_card,AMEX,3.33,PROMO-20,PROD-PR-003,2.66,0.2,0.53,3.19,ADVAM,AMEX,ADVAM-20250320-24514005
riverside-retail,Riverside Retail Park,VP-20250301-37510759,XX18 GHT,01/03/2025 09:27,01/03/2025 11:55,01/03/2025 11:50,148,debit_card,MASTERCARD,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250304-00459001
riverside-retail,Riverside Retail Park,VP-20250301-12011809,SP36 UUM,01/03/2025 11:16,01/03/2025 11:48,01/03/2025 11:46,32,Credit_Card,VISA,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250326-08974975
riverside-retail,Riverside Retail Park,VP-20250301-20509985,UH87 HLB,01/03/2025 13:50,01/03/2025 14:40,01/03/2025 14:39,50,APP,AMEX,2.08,,,2.08,0.2,0.42,2.5,ADVAM,AMEX,ADVAM-20250311-97121963
riverside-retail,Riverside Retail Park,VP-20250301-73813742,EO91 DLX,01/03/2025 14:25,01/03/2025 17:25,01/03/2025 17:23,180,CREDIT_CARD,MAESTRO,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250329-83064753
riverside-retail,Riverside Retail Park,VP-20250301-88575729,,01/03/2025 10:33,01/03/2025 12:17,01/03/2025 12:16,104,App,VISA,3.33,SEASON-Q1,PROD-SQ-002,0.0,0.2,0.0,0.0,ADVAM,Worldpay,ADVAM-20250317-54743254
riverside-retail,Riverside Retail Park,VP-20250301-47308055,SG32 MLC,01/03/2025 10:28,01/03/2025 10:02,01/03/2025 12:34,,credit_card,VISA,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250330-03091922
riverside-retail,Riverside Retail Park,VP-20250301-21012335,XS41 SAB,01/03/2025 12:41,01/03/2025 15:47,01/03/2025 15:44,186,CASH,N/A,5.0,,,5.0,0.2,1.0,6.0,N/A,N/A,N/A
riverside-retail,Riverside Retail Park,VP-20250301-74469700,EE38 CGE,01/03/2025 14:33,01/03/2025 17:48,01/03/2025 17:45,195,CREDIT_CARD,AMEX,5.0,,,5.0,0.2,1.0,6.0,ADVAM,AMEX,ADVAM-20250307-26595528
riverside-retail,Riverside Retail Park,VP-20250301-40238719,UU22 VMB,01/03/2025 17:44,01/03/2025 20:23,01/03/2025 20:20,159,Debit_Card,VISA,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250326-25881764
riverside-retail,Riverside Retail Park,VP-20250301-26637489,TC09 PPR,01/03/2025 13:12,01/03/2025 14:16,01/03/2025 14:12,64,Contactless,MAESTRO,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250301-38681715
riverside-retail,Riverside Retail Park,VP-20250301-45780782,LF51 KOB,01/03/2025 15:02,01/03/2025 17:04,01/03/2025 16:59,122,credit_card,MASTERCARD,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250327-36701005
riverside-retail,Riverside Retail Park,VP-20250301-04795199,RY87 SKS,01/03/2025 19:26,01/03/2025 20:42,01/03/2025 20:38,76,credit_card,VISA,3.33,PROMO-20,PROD-PR-003,2.66,0.2,0.53,3.19,ADVAM,Worldpay,ADVAM-20250329-47208142
riverside-retail,Riverside Retail Park,VP-20250301-80787554,,01/03/2025 15:08,01/03/2025 17:35,01/03/2025 17:33,147,App,AMEX,5.0,,,5.0,0.2,1.0,6.0,ADVAM,AMEX,ADVAM-20250322-04709664
riverside-retail,Riverside Retail Park,VP-20250301-56496391,LK37 CBE,01/03/2025 17:25,01/03/2025 18:26,01/03/2025 18:25,61,CASH,N/A,3.33,,,3.33,0.2,0.67,4.0,N/A,N/A,N/A
riverside-retail,Riverside Retail Park,VP-20250301-97394946,JR84 WMV,01/03/2025 14:55,01/03/2025 15:30,01/03/2025 15:28,35,APP,VISA,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250324-04399005
riverside-retail,Riverside Retail Park,VP-20250301-82622705,NA57 DKG,01/03/2025 15:28,01/03/2025 15:45,01/03/2025 15:41,17,DEBIT_CARD,VISA,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250305-25378388
riverside-retail,Riverside Retail Park,VP-20250301-08233960,MF63 MYL,01/03/2025 17:58,01/03/2025 22:05,01/03/2025 22:01,247,CONTACTLESS,AMEX,7.08,,,7.08,0.2,1.42,8.5,ADVAM,AMEX,ADVAM-20250315-31628084
riverside-retail,Riverside Retail Park,VP-20250301-21090467,FE92 UXT,01/03/2025 10:07,01/03/2025 15:42,01/03/2025 15:41,335,CONTACTLESS,VISA,7.08,,,7.08,0.2,1.42,8.5,ADVAM,Worldpay,ADVAM-20250320-35635863
riverside-retail,Riverside Retail Park,VP-20250301-48572198,LH91 OFO,01/03/2025 12:48,01/03/2025 14:02,01/03/2025 14:01,74,CONTACTLESS,MASTERCARD,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250310-25487933
riverside-retail,Riverside Retail Park,VP-20250301-97648309,,01/03/2025 11:32,01/03/2025 12:22,01/03/2025 12:21,50,DEBIT_CARD,AMEX,2.08,VALID-CODE,PROD-VC-004,0.0,0.2,0.0,0.0,ADVAM,AMEX,ADVAM-20250328-16568349
riverside-retail,Riverside Retail Park,VP-20250301-57714460,SL96 ODA,01/03/2025 11:08,01/03/2025 15:02,01/03/2025 15:00,234,Credit_Card,AMEX,5.0,,,5.0,0.2,1.0,6.0,ADVAM,AMEX,ADVAM-20250318-16229749
riverside-retail,Riverside Retail Park,VP-20250301-67342676,XJ48 FXM,01/03/2025 18:09,01/03/2025 20:52,01/03/2025 20:49,163,debit_card,MASTERCARD,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250314-62915960
riverside-retail,Riverside Retail Park,VP-20250301-09448783,VC61 EOS,01/03/2025 09:13,01/03/2025 10:42,01/03/2025 10:40,89,debit_card,VISA,3.33,VALID-CODE,PROD-VC-004,0.0,0.2,0.0,0.0,ADVAM,Worldpay,ADVAM-20250312-72773636
riverside-retail,Riverside Retail Park,VP-20250301-88810686,UT10 MLP,01/03/2025 10:13,01/03/2025 13:01,01/03/2025 12:58,168,Contactless,VISA,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250319-22363190
riverside-retail,Riverside Retail Park,VP-20250301-95119231,RL20 VLH,01/03/2025 10:27,01/03/2025 11:12,01/03/2025 11:07,45,DEBIT_CARD,VISA,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250327-33206739
riverside-retail,Riverside Retail Park,VP-20250301-11473080,GL02 KWT,01/03/2025 14:06,01/03/2025 18:59,01/03/2025 18:54,293,Contactless,AMEX,7.08,,,7.08,0.2,1.42,8.5,ADVAM,AMEX,ADVAM-20250326-59079737
riverside-retail,Riverside Retail Park,VP-20250301-50842286,JB88 STE,01/03/2025 10:13,01/03/2025 12:14,01/03/2025 12:09,121,DEBIT_CARD,MASTERCARD,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250328-39890261
riverside-retail,Riverside Retail Park,VP-20250301-30322245,JR18 YTR,01/03/2025 13:15,01/03/2025 17:23,01/03/2025 17:18,248,app,MASTERCARD,7.08,,,7.08,0.2,1.42,8.5,ADVAM,Worldpay,ADVAM-20250316-76215401
riverside-retail,Riverside Retail Park,VP-20250301-37177157,EW78 CJA,01/03/2025 08:01,01/03/2025 10:28,01/03/2025 10:27,147,CREDIT_CARD,MASTERCARD,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250301-30215631
riverside-retail,Riverside Retail Park,VP-20250301-00727687,,01/03/2025 15:51,01/03/2025 17:51,01/03/2025 17:48,120,DEBIT_CARD,VISA,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250325-45791836
riverside-retail,Riverside Retail Park,VP-20250301-14829181,GA92 BFK,01/03/2025 14:58,01/03/2025 15:13,01/03/2025 15:09,15,Contactless,VISA,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250311-73602092
riverside-retail,Riverside Retail Park,VP-20250301-22568586,GH08 RVE,01/03/2025 15:49,01/03/2025 20:26,01/03/2025 20:22,277,CONTACTLESS,MASTERCARD,7.08,,,7.08,0.2,1.42,8.5,ADVAM,Worldpay,ADVAM-20250327-23838322
riverside-retail,Riverside Retail Park,VP-20250301-48910807,ON25 KFV,01/03/2025 14:48,01/03/2025 16:05,01/03/2025 16:01,77,Credit_Card,VISA,3.33,VALID-CODE,PROD-VC-004,0.0,0.2,0.0,0.0,ADVAM,Worldpay,ADVAM-20250326-14823491
riverside-retail,Riverside Retail Park,VP-20250301-83235293,FB06 NAH,01/03/2025 14:03,01/03/2025 17:03,01/03/2025 17:01,180,CASH,N/A,5.0,,,5.0,0.2,1.0,6.0,N/A,N/A,N/A
riverside-retail,Riverside Retail Park,VP-20250301-88441845,LK83 SOT,01/03/2025 14:55,01/03/2025 15:50,01/03/2025 15:46,55,contactless,AMEX,2.08,,,2.08,0.2,0.42,2.5,ADVAM,AMEX,ADVAM-20250322-21803466
riverside-retail,Riverside Retail Park,VP-20250301-09270845,YK69 DLP,01/03/2025 15:13,01/03/2025 15:54,01/03/2025 15:53,41,credit_card,VISA,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250315-15762971
riverside-retail,Riverside Retail Park,VP-20250301-52663733,RY95 ADW,01/03/2025 16:30,01/03/2025 18:38,01/03/2025 18:34,128,Credit_Card,VISA,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250310-55471735
riverside-retail,Riverside Retail Park,VP-20250301-23151596,XJ72 AFL,01/03/2025 13:14,01/03/2025 15:18,01/03/2025 15:13,124,CONTACTLESS,VISA,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250319-32098679
riverside-retail,Riverside Retail Park,VP-20250301-09244844,SP08 LYY,01/03/2025 17:16,01/03/2025 18:23,01/03/2025 18:22,67,contactless,MASTERCARD,3.33,PROMO-20,PROD-PR-003,2.66,0.2,0.53,3.19,ADVAM,Worldpay,ADVAM-20250317-89798651
riverside-retail,Riverside Retail Park,VP-20250301-21072658,PF07 LCX,01/03/2025 14:51,01/03/2025 17:29,01/03/2025 17:26,158,CASH,N/A,5.0,,,5.0,0.2,1.0,6.0,N/A,N/A,N/A
riverside-retail,Riverside Retail Park,VP-20250301-64299658,NT04 MPC,01/03/2025 17:41,01/03/2025 20:26,01/03/2025 20:21,165,CREDIT_CARD,MAESTRO,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250310-82906237
riverside-retail,Riverside Retail Park,VP-20250301-14405191,WD13 DDC,01/03/2025 09:38,01/03/2025 12:37,01/03/2025 12:35,179,CONTACTLESS,MASTERCARD,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250308-76777769
riverside-retail,Riverside Retail Park,VP-20250301-18025630,XO13 VXX,01/03/2025 16:26,01/03/2025 16:13,01/03/2025 18:00,,CREDIT_CARD,VISA,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250312-96945653
riverside-retail,Riverside Retail Park,VP-20250301-55992755,AH56 PGO,01/03/2025 12:28,01/03/2025 13:44,01/03/2025 13:43,76,Credit_Card,MASTERCARD,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250331-61745067
riverside-retail,Riverside Retail Park,VP-20250301-75942787,UP89 GHH,01/03/2025 15:50,01/03/2025 18:01,01/03/2025 17:58,131,App,VISA,5.0,VALID-CODE,PROD-VC-004,1.67,0.2,0.33,2.0,ADVAM,Worldpay,ADVAM-20250312-89276853
riverside-retail,Riverside Retail Park,VP-20250301-12680927,EP08 BLH,01/03/2025 11:13,01/03/2025 13:46,01/03/2025 13:44,153,credit_card,VISA,5.0,PROMO-20,PROD-PR-003,4.0,0.2,0.8,4.8,ADVAM,Worldpay,ADVAM-20250321-70299058
riverside-retail,Riverside Retail Park,VP-20250301-53661644,BF40 RBR,01/03/2025 11:27,01/03/2025 13:49,01/03/2025 13:48,142,CONTACTLESS,AMEX,5.0,,,5.0,0.2,1.0,6.0,ADVAM,AMEX,ADVAM-20250313-51639798
riverside-retail,Riverside Retail Park,VP-20250301-49749028,KO69 PHH,01/03/2025 18:48,01/03/2025 19:16,01/03/2025 19:14,28,Credit_Card,AMEX,2.08,,,2.08,0.2,0.42,2.5,ADVAM,AMEX,ADVAM-20250310-17998099
riverside-retail,Riverside Retail Park,VP-20250301-73580610,SP55 NNC,01/03/2025 15:12,01/03/2025 19:11,01/03/2025 19:09,239,Credit_Card,VISA,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250310-37829109
riverside-retail,Riverside Retail Park,VP-20250301-69648267,BU22 AUV,01/03/2025 11:46,01/03/2025 12:31,01/03/2025 12:26,45,CONTACTLESS,MASTERCARD,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250321-17450411
riverside-retail,Riverside Retail Park,VP-20250301-19457854,,01/03/2025 15:41,01/03/2025 18:26,01/03/2025 18:25,165,DEBIT_CARD,MAESTRO,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250329-12452790
riverside-retail,Riverside Retail Park,VP-20250301-96240689,VR96 BHP,01/03/2025 10:50,01/03/2025 12:11,01/03/2025 12:07,81,CREDIT_CARD,MAESTRO,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250330-45673293
riverside-retail,Riverside Retail Park,VP-20250301-25615628,,01/03/2025 17:00,01/03/2025 20:00,01/03/2025 19:58,180,CREDIT_CARD,MASTERCARD,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250317-02319744
riverside-retail,Riverside Retail Park,VP-20250301-84509412,PB10 GMO,01/03/2025 20:40,01/03/2025 20:58,01/03/2025 20:57,18,Debit_Card,VISA,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250314-52573822
riverside-retail,Riverside Retail Park,VP-20250301-54835089,YW19 JWB,01/03/2025 15:34,01/03/2025 17:26,01/03/2025 17:23,112,credit_card,MASTERCARD,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250323-69541584
riverside-retail,Riverside Retail Park,VP-20250301-16656385,JK20 XKX,01/03/2025 09:13,01/03/2025 10:43,01/03/2025 10:39,90,app,MASTERCARD,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250309-06630883
riverside-retail,Riverside Retail Park,VP-20250301-32914785,GW71 FUX,01/03/2025 11:01,01/03/2025 13:58,01/03/2025 13:53,177,credit_card,VISA,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250306-72281958
riverside-retail,Riverside Retail Park,VP-20250301-67640865,RE12 OSS,01/03/2025 16:57,01/03/2025 19:19,01/03/2025 19:18,142,app,MASTERCARD,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250318-69438228
riverside-retail,Riverside Retail Park,VP-20250301-83635540,MF37 YTX,01/03/2025 12:06,01/03/2025 14:49,01/03/2025 14:44,163,CREDIT_CARD,MAESTRO,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250318-46481000
riverside-retail,Riverside Retail Park,VP-20250301-86686122,HC77 EPJ,01/03/2025 11:21,01/03/2025 14:15,01/03/2025 14:11,174,App,VISA,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250303-05343259
riverside-retail,Riverside Retail Park,VP-20250301-98751842,HD82 YCS,01/03/2025 15:29,01/03/2025 18:14,01/03/2025 18:13,165,DEBIT_CARD,VISA,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250328-49880153
riverside-retail,Riverside Retail Park,VP-20250301-69961301,AA09 YLU,01/03/2025 09:48,01/03/2025 15:21,01/03/2025 15:17,333,credit_card,VISA,7.08,VALID-CODE,PROD-VC-004,3.75,0.2,0.75,4.5,ADVAM,Worldpay,ADVAM-20250302-40875430
riverside-retail,Riverside Retail Park,VP-20250301-99849120,MH53 EPC,01/03/2025 10:45,01/03/2025 13:22,01/03/2025 13:21,157,CREDIT_CARD,VISA,5.0,PROMO-20,PROD-PR-003,4.0,0.2,0.8,4.8,ADVAM,Worldpay,ADVAM-20250306-55262104
riverside-retail,Riverside Retail Park,VP-20250301-69598972,BE54 ROX,01/03/2025 11:31,01/03/2025 12:00,01/03/2025 11:56,29,credit_card,MASTERCARD,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250322-46217432
riverside-retail,Riverside Retail Park,VP-20250301-70598094,TL11 WDO,01/03/2025 11:52,01/03/2025 13:04,01/03/2025 13:00,72,CREDIT_CARD,MASTERCARD,3.33,,,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250331-24631266
riverside-retail,Riverside Retail Park,VP-20250301-43729466,NA43 UTO,01/03/2025 14:25,01/03/2025 14:45,01/03/2025 14:40,20,Contactless,MAESTRO,2.08,,,2.08,0.2,0.42,2.5,ADVAM,Worldpay,ADVAM-20250321-00318664
riverside-retail,Riverside Retail Park,VP-20250301-47500307,SG58 PNU,01/03/2025 13:19,01/03/2025 16:31,01/03/2025 16:29,192,DEBIT_CARD,VISA,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250305-13586247
riverside-retail,Riverside Retail Park,VP-20250301-67901890,CT84 AVS,01/03/2025 11:51,01/03/2025 14:23,01/03/2025 14:18,152,CONTACTLESS,AMEX,5.0,PROMO-20,PROD-PR-003,4.0,0.2,0.8,4.8,ADVAM,AMEX,ADVAM-20250308-76063172
riverside-retail,Riverside Retail Park,VP-20250301-40080125,GP08 RFN,01/03/2025 13:44,01/03/2025 17:27,01/03/2025 17:23,223,Debit_Card,MASTERCARD,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250305-74327716
riverside-retail,Riverside Retail Park,VP-20250301-18155020,JP98 NEA,01/03/2025 14:27,01/03/2025 16:42,01/03/2025 16:41,135,CONTACTLESS,VISA,5.0,,,5.0,0.2,1.0,6.0,ADVAM,Worldpay,ADVAM-20250304-45559805
riverside-retail,Riverside Retail Park,VP-20250301-57783309,EL74 MFN,01/03/2025 15:54,01/03/2025 17:28,01/03/2025 17:27,94,DEBIT_CARD,AMEX,3.33,,,3.33,0.2,0.67,4.0,ADVAM,AMEX,ADVAM-20250309-07331665
