id,site_uuid,site_name,entry_time,exit_time,duration_mins,vehicle_class,payment_method,card_scheme,charge,discount_code,product_id,psp,acquirer,psp_reference
EE-000107,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-01T12:46:50Z,2025-03-01T15:41:50Z,175,DISABLED_BADGE,DEBIT_CARD,VISA,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-6EC997A5E263F4DE
EE-000108,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-01T09:40:53Z,2025-03-01T10:27:53Z,47,CAR,CREDIT_CARD,MASTERCARD,£2.00,,,SIX,Worldpay,SIX-B28EFB946237AB34
EE-000109,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-01T14:09:41Z,2025-03-01T14:47:41Z,38,CAR,CONTACTLESS,MASTERCARD,£2.00,,,SIX,Worldpay,SIX-9AE422B112B477AF
EE-000110,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-01T09:20:29Z,2025-03-01T11:22:29Z,122,MOTORCYCLE,CREDIT_CARD,MASTERCARD,£5.00,,,SIX,Worldpay,SIX-E617C1BF19EF5B02
EE-000111,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-01T14:21:14Z,2025-03-01T18:07:14Z,226,VAN,CONTACTLESS,VISA,£5.00,,,SIX,Worldpay,SIX-823CBDDB53663CB1
EE-000112,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-01T14:21:13Z,2025-03-01T16:10:13Z,109,DISABLED_BADGE,CONTACTLESS,MAESTRO,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-7C3D3E29064C4C65
EE-000113,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-01T15:45:01Z,2025-03-01T18:24:01Z,159,VAN,DEBIT_CARD,VISA,£5.00,,,SIX,Worldpay,SIX-0C1596E04A925D00
EE-000114,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-01T15:36:01Z,2025-03-01T15:57:01Z,21,CAR,DEBIT_CARD,VISA,£2.00,,,SIX,Worldpay,SIX-281B98AB8E6DB864
EE-000115,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-01T15:53:07Z,2025-03-01T21:51:07Z,358,DISABLED_BADGE,DEBIT_CARD,MASTERCARD,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-6F721EE9036AAABF
EE-000116,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-01T11:09:16Z,2025-03-01T11:31:16Z,22,CAR,DEBIT_CARD,MAESTRO,£2.00,,,SIX,Worldpay,SIX-61316B2ED9450718
EE-000117,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-01T13:50:49Z,2025-03-01T14:41:49Z,51,DISABLED_BADGE,CREDIT_CARD,MASTERCARD,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-9803A5B141A1BEFA
EE-000118,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-01T16:20:27Z,2025-03-01T18:55:27Z,155,CAR,DEBIT_CARD,VISA,£5.00,,,SIX,Worldpay,SIX-C8C14AC1FD17A833
EE-000119,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-01T16:53:50Z,2025-03-01T17:58:50Z,65,DISABLED_BADGE,DEBIT_CARD,VISA,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-EE881D62295C77F8
EE-000120,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-01T15:48:31Z,2025-03-01T20:56:31Z,308,CAR,CONTACTLESS,MAESTRO,£7.00,,,SIX,Worldpay,SIX-D8908B85C4DAE67F
EE-000121,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-01T13:25:06Z,2025-03-01T13:46:06Z,21,CAR,CREDIT_CARD,VISA,£2.00,,,SIX,Worldpay,SIX-759C6414EB07F4FF
EE-000122,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-01T13:51:53Z,2025-03-01T15:44:53Z,113,CAR,APP,VISA,£3.50,,,SIX,Worldpay,SIX-D8DC93003AE9BCE3
EE-000123,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-01T10:51:57Z,2025-03-01T14:08:57Z,197,DISABLED_BADGE,CREDIT_CARD,MASTERCARD,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-1026D241513E3272
EE-000124,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-01T13:28:56Z,2025-03-01T13:53:56Z,25,CAR,CONTACTLESS,VISA,£0.00,SEASON-Q1,PROD-SQ-002,SIX,Worldpay,SIX-3D0BEBDF1D5D1D5A
EE-000125,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-01T10:49:16Z,2025-03-01T15:28:16Z,279,DISABLED_BADGE,DEBIT_CARD,MAESTRO,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-097E140DAD3CF43D
EE-000126,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-01T10:28:05Z,2025-03-01T15:57:05Z,329,CAR,CONTACTLESS,AMEX,£7.00,,,SIX,AMEX,SIX-22C2448084576A40
EE-000127,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-01T08:08:23Z,2025-03-01T08:50:23Z,42,CAR,CREDIT_CARD,MASTERCARD,£2.00,,,SIX,Worldpay,SIX-57C3008454A793FA
EE-000128,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-01T17:28:40Z,2025-03-01T19:43:40Z,135,CAR,APP,VISA,£5.00,,,SIX,Worldpay,SIX-F2555C47055F11C8
EE-000129,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-01T15:02:12Z,2025-03-01T17:00:12Z,118,CAR,CONTACTLESS,MASTERCARD,£3.50,,,SIX,Worldpay,SIX-FD70FDED5FD887BC
EE-000130,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-01T11:28:39Z,2025-03-01T13:20:39Z,112,CAR,CREDIT_CARD,VISA,£3.50,,,SIX,Worldpay,SIX-97FB882FB228F1F0
EE-000131,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-01T18:43:20Z,2025-03-01T21:21:20Z,158,CAR,DEBIT_CARD,VISA,£5.00,,,SIX,Worldpay,SIX-1C75CD9206E6787B
EE-000132,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-01T17:13:50Z,,,CAR,DEBIT_CARD,VISA,£0.00,VALID-CODE,PROD-VC-004,SIX,Worldpay,SIX-799046568A0350C5
EE-000133,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-01T16:11:06Z,2025-03-01T18:32:06Z,141,VAN,APP,AMEX,£5.00,,,SIX,AMEX,SIX-8DFECDD590A199B6
EE-000134,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-01T11:36:04Z,2025-03-01T13:44:04Z,128,CAR,DEBIT_CARD,VISA,£5.00,,,SIX,Worldpay,SIX-AA887A4B72502602
EE-000135,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-01T11:30:01Z,2025-03-01T12:19:01Z,-52,CAR,APP,VISA,£1.60,PROMO-20,PROD-PR-003,SIX,Worldpay,SIX-C94DF894FCEC4CCD
EE-000136,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-01T12:32:08Z,2025-03-01T13:40:08Z,68,DISABLED_BADGE,DEBIT_CARD,VISA,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-6EB19A14BBB812FB
EE-000137,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-01T15:01:18Z,2025-03-01T20:49:18Z,348,MOTORCYCLE,DEBIT_CARD,VISA,£7.00,,,SIX,Worldpay,SIX-F54E7286F8C6675C
EE-000138,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-01T17:09:39Z,2025-03-01T18:45:39Z,96,CAR,APP,MASTERCARD,£3.50,,,SIX,Worldpay,SIX-686B8C024342C051
EE-000139,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-01T12:09:12Z,2025-03-01T15:11:12Z,182,DISABLED_BADGE,CREDIT_CARD,VISA,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-178D453C77735973
EE-000140,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-01T12:15:04Z,2025-03-01T14:37:04Z,142,CAR,CONTACTLESS,MASTERCARD,£5.00,,,SIX,Worldpay,SIX-E84CEA2DF63A5DC5
EE-000141,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-01T16:46:25Z,2025-03-01T17:02:25Z,16,CAR,DEBIT_CARD,MASTERCARD,£1.60,PROMO-20,PROD-PR-003,SIX,Worldpay,SIX-BAE63E3872636613
EE-000142,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-01T12:34:38Z,2025-03-01T13:58:38Z,84,CAR,CREDIT_CARD,MAESTRO,£3.50,,,SIX,Worldpay,SIX-FEE9FC7B51632759
EE-000143,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-01T12:05:27Z,2025-03-01T14:31:27Z,146,DISABLED_BADGE,CREDIT_CARD,MASTERCARD,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-514DAE7F25692CB8
EE-000144,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-01T15:27:02Z,2025-03-01T18:33:02Z,186,CAR,DEBIT_CARD,VISA,£5.00,,,SIX,Worldpay,SIX-667D9527606ADD7D
EE-000145,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-01T14:46:02Z,2025-03-01T15:58:02Z,72,CAR,CREDIT_CARD,VISA,£3.50,,,SIX,Worldpay,SIX-43C702F07FA86485
EE-000146,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-01T11:36:10Z,2025-03-01T13:45:10Z,129,CAR,CREDIT_CARD,VISA,£5.00,,,SIX,Worldpay,SIX-A11C4E1CE5BA21A8
EE-000147,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-01T10:24:54Z,2025-03-01T13:12:54Z,168,VAN,CONTACTLESS,MAESTRO,£5.00,,,SIX,Worldpay,SIX-0002F40CF3D86D6A
EE-000148,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-01T15:29:50Z,2025-03-01T18:15:50Z,166,CAR,APP,MAESTRO,£4.00,PROMO-20,PROD-PR-003,SIX,Worldpay,SIX-A307A1B564CE5FAC
EE-000149,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-01T10:45:45Z,2025-03-01T13:21:45Z,156,MOTORCYCLE,DEBIT_CARD,VISA,£5.00,,,SIX,Worldpay,SIX-CA4DEE063E401202
EE-000150,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-01T11:07:47Z,2025-03-01T12:02:47Z,55,DISABLED_BADGE,DEBIT_CARD,MASTERCARD,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-EB19FB9B99DCCE7D
EE-000151,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-01T08:27:54Z,2025-03-01T12:46:54Z,259,DISABLED_BADGE,APP,MASTERCARD,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-02ECB2DEAC109C4F
EE-000152,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-01T12:08:07Z,2025-03-01T12:43:07Z,35,VAN,DEBIT_CARD,MASTERCARD,£2.00,,,SIX,Worldpay,SIX-E6E30B6414D7010C
EE-000153,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-01T18:17:13Z,2025-03-01T18:40:13Z,23,CAR,DEBIT_CARD,MASTERCARD,£2.00,,,SIX,Worldpay,SIX-BE66C4B2A79B275E
EE-000154,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-01T18:44:05Z,2025-03-01T22:42:05Z,238,DISABLED_BADGE,APP,AMEX,£0.00,BLUE-BADGE,PROD-BB-001,SIX,AMEX,SIX-B1737E35EB364627
EE-000155,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-01T10:13:42Z,2025-03-01T11:06:42Z,53,VAN,CONTACTLESS,AMEX,£2.00,,,SIX,AMEX,SIX-F710E5EED2810E14
EE-000156,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-01T13:02:34Z,2025-03-01T15:39:34Z,157,VAN,DEBIT_CARD,AMEX,£5.00,,,SIX,AMEX,SIX-BB46196985C1860E
EE-000157,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-01T08:42:22Z,2025-03-01T10:58:22Z,136,VAN,CONTACTLESS,MASTERCARD,£1.50,VALID-CODE,PROD-VC-004,SIX,Worldpay,SIX-9AB63D6251718311
EE-000158,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-01T15:22:28Z,2025-03-01T19:41:28Z,259,DISABLED_BADGE,CONTACTLESS,MASTERCARD,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-DD4E83F29FD6E846
EE-000159,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-01T10:56:49Z,2025-03-01T16:25:49Z,329,CAR,CASH,N/A,£3.50,VALID-CODE,PROD-VC-004,N/A,N/A,N/A
EE-000160,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-01T10:15:43Z,2025-03-01T10:44:43Z,29,CAR,CASH,N/A,£2.00,,,N/A,N/A,N/A
EE-000161,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-01T10:30:17Z,2025-03-01T14:52:17Z,262,MOTORCYCLE,APP,VISA,£3.50,VALID-CODE,PROD-VC-004,SIX,Worldpay,SIX-5AD0B2F7B59849AA
EE-000162,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-01T10:05:20Z,2025-03-01T15:15:20Z,310,DISABLED_BADGE,DEBIT_CARD,VISA,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-ACF66936A1B709ED
EE-000163,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-01T09:03:02Z,2025-03-01T09:26:02Z,23,MOTORCYCLE,CREDIT_CARD,MASTERCARD,£2.00,,,SIX,Worldpay,SIX-8A71D741EC17F545
EE-000164,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-02T13:08:46Z,2025-03-02T15:22:46Z,134,CAR,CREDIT_CARD,AMEX,£5.00,,,SIX,AMEX,SIX-D8C7A258C654C46F
EE-000165,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-02T16:20:02Z,2025-03-02T17:20:02Z,60,MOTORCYCLE,APP,MAESTRO,£2.00,,,SIX,Worldpay,SIX-2C9387454A55C0E5
EE-000166,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-02T14:40:33Z,2025-03-02T16:10:33Z,90,DISABLED_BADGE,CASH,N/A,£0.00,BLUE-BADGE,PROD-BB-001,N/A,N/A,N/A
EE-000167,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-02T10:40:40Z,2025-03-02T14:28:40Z,228,CAR,DEBIT_CARD,MAESTRO,£5.00,,,SIX,Worldpay,SIX-00A221B02E70B0B9
EE-000168,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-02T12:57:46Z,2025-03-02T13:50:46Z,53,CAR,DEBIT_CARD,MASTERCARD,£2.00,,,SIX,Worldpay,SIX-505FF8472AC3779F
EE-000169,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-02T10:35:20Z,,,CAR,APP,MASTERCARD,£7.00,,,SIX,Worldpay,SIX-AEC295F16EC8E5B8
EE-000170,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-02T18:32:35Z,2025-03-02T19:30:35Z,58,VAN,CREDIT_CARD,MASTERCARD,£2.00,,,SIX,Worldpay,SIX-5CD48EE81F711D68
EE-000171,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-02T14:29:08Z,2025-03-02T15:40:08Z,71,DISABLED_BADGE,CREDIT_CARD,VISA,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-F5857CDDBDAEF28A
EE-000172,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-02T17:47:25Z,2025-03-02T18:03:25Z,16,CAR,APP,MASTERCARD,£2.00,,,SIX,Worldpay,SIX-50D628E7C83BF5A9
EE-000173,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-02T15:28:07Z,2025-03-02T16:19:07Z,51,CAR,CASH,N/A,£2.00,,,N/A,N/A,N/A
EE-000174,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-02T18:39:21Z,2025-03-02T20:15:21Z,96,DISABLED_BADGE,DEBIT_CARD,MASTERCARD,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-A32E65D0E6680F5C
EE-000175,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-02T10:00:04Z,,,VAN,DEBIT_CARD,MASTERCARD,£5.00,,,SIX,Worldpay,SIX-4338855B92D87801
EE-000176,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-02T12:49:15Z,2025-03-02T15:31:15Z,162,MOTORCYCLE,DEBIT_CARD,MASTERCARD,£0.00,SEASON-Q1,PROD-SQ-002,SIX,Worldpay,SIX-13151E0B0470FF36
EE-000177,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-02T16:57:07Z,2025-03-02T19:28:07Z,151,CAR,DEBIT_CARD,MASTERCARD,£5.00,,,SIX,Worldpay,SIX-193D2A135A4B0509
EE-000178,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-02T10:36:34Z,2025-03-02T11:06:34Z,30,CAR,DEBIT_CARD,MASTERCARD,£0.00,VALID-CODE,PROD-VC-004,SIX,Worldpay,SIX-A76C47F1DE69469C
EE-000179,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-02T12:10:45Z,2025-03-02T12:39:45Z,29,CAR,CONTACTLESS,AMEX,£2.00,,,SIX,AMEX,SIX-59A406EEC80B71A3
EE-000180,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-02T10:31:21Z,2025-03-02T15:31:21Z,300,CAR,CREDIT_CARD,MASTERCARD,£7.00,,,SIX,Worldpay,SIX-E27354C452EA8244
EE-000181,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-02T16:23:37Z,2025-03-02T20:37:37Z,254,CAR,DEBIT_CARD,VISA,£7.00,,,SIX,Worldpay,SIX-64484A6CE5CEC4BB
EE-000182,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-02T17:03:09Z,2025-03-02T18:47:09Z,104,DISABLED_BADGE,APP,MASTERCARD,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-6338A350F558BC45
EE-000183,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-02T12:20:06Z,2025-03-02T13:56:06Z,96,CAR,CONTACTLESS,VISA,£3.50,,,SIX,Worldpay,SIX-392B6B3EEEA42689
EE-000184,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-02T13:08:03Z,2025-03-02T13:45:03Z,37,CAR,CREDIT_CARD,MAESTRO,£2.00,,,SIX,Worldpay,SIX-FCB733C9B75FBD1B
EE-000185,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-02T15:20:32Z,2025-03-02T17:32:32Z,132,CAR,CONTACTLESS,VISA,£4.00,PROMO-20,PROD-PR-003,SIX,Worldpay,SIX-ABBF12A18025126B
EE-000186,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-02T17:57:07Z,2025-03-02T18:43:07Z,46,DISABLED_BADGE,DEBIT_CARD,VISA,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-BDC3F1B4D2030AE4
EE-000187,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-02T09:22:43Z,2025-03-02T11:11:43Z,109,DISABLED_BADGE,DEBIT_CARD,MASTERCARD,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-F708770D1A3D3FA0
EE-000188,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-02T13:23:58Z,2025-03-02T18:35:58Z,312,CAR,CONTACTLESS,MASTERCARD,£7.00,,,SIX,Worldpay,SIX-E809CA43DA3590AA
EE-000189,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-02T12:44:35Z,2025-03-02T13:57:35Z,73,MOTORCYCLE,APP,VISA,£3.50,,,SIX,Worldpay,SIX-FDF02BC9617A59C0
EE-000190,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-02T10:17:35Z,2025-03-02T12:51:35Z,154,CAR,CASH,N/A,£5.00,,,N/A,N/A,N/A
EE-000191,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-02T12:13:44Z,2025-03-02T13:43:44Z,90,MOTORCYCLE,CONTACTLESS,MAESTRO,£3.50,,,SIX,Worldpay,SIX-E0A85C17F1320A64
EE-000192,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-02T11:54:54Z,2025-03-02T14:50:54Z,176,DISABLED_BADGE,DEBIT_CARD,AMEX,£0.00,BLUE-BADGE,PROD-BB-001,SIX,AMEX,SIX-A99F32FB314E58C8
EE-000193,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-02T12:54:19Z,2025-03-02T14:48:19Z,114,DISABLED_BADGE,CREDIT_CARD,MASTERCARD,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-D8C0647B3C5DEEFD
EE-000194,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-02T11:05:27Z,2025-03-02T14:01:27Z,176,CAR,CASH,N/A,£5.00,,,N/A,N/A,N/A
EE-000195,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-02T14:39:49Z,2025-03-02T15:54:49Z,75,MOTORCYCLE,DEBIT_CARD,MASTERCARD,£3.50,,,SIX,Worldpay,SIX-E4C58BA18CD15DD9
EE-000196,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-02T15:37:45Z,2025-03-02T17:25:45Z,108,CAR,DEBIT_CARD,AMEX,£0.00,SEASON-Q1,PROD-SQ-002,SIX,AMEX,SIX-7A5AFDE2824F1771
EE-000197,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-02T13:55:22Z,2025-03-02T19:41:22Z,346,CAR,APP,VISA,£7.00,,,SIX,Worldpay,SIX-8845B9A2A48985B4
EE-000198,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-02T10:25:56Z,2025-03-02T11:00:56Z,35,CAR,DEBIT_CARD,VISA,£2.00,,,SIX,Worldpay,SIX-2FF19AB9AB828FCE
EE-000199,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-02T13:17:58Z,2025-03-02T15:09:58Z,-23,DISABLED_BADGE,CREDIT_CARD,VISA,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-3372FCAB898FCDE7
EE-000200,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-02T19:50:55Z,2025-03-02T22:00:55Z,130,CAR,CREDIT_CARD,AMEX,£5.00,,,SIX,AMEX,SIX-3B6B3CE3106CA491
EE-000201,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-02T09:43:24Z,2025-03-02T12:34:24Z,171,VAN,DEBIT_CARD,VISA,£5.00,,,SIX,Worldpay,SIX-DA71E1D732ED0AE5
EE-000202,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-02T13:34:12Z,2025-03-02T15:52:12Z,138,DISABLED_BADGE,CONTACTLESS,VISA,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-DC03613697AFCA22
EE-000203,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-02T13:39:57Z,2025-03-02T14:17:57Z,38,CAR,CONTACTLESS,MAESTRO,£2.00,,,SIX,Worldpay,SIX-3A13536D536148CB
EE-000204,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-02T18:38:07Z,2025-03-02T21:06:07Z,148,CAR,DEBIT_CARD,MASTERCARD,£5.00,,,SIX,Worldpay,SIX-A4F8EEF2B31DBFCF
EE-000205,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-02T14:39:00Z,2025-03-02T17:18:00Z,159,CAR,CONTACTLESS,VISA,£5.00,,,SIX,Worldpay,SIX-D9FB084FD949D974
EE-000206,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-02T10:22:08Z,2025-03-02T14:36:08Z,254,VAN,CONTACTLESS,VISA,£7.00,,,SIX,Worldpay,SIX-617C187FBF368073
EE-000207,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-02T13:10:41Z,2025-03-02T14:12:41Z,62,CAR,DEBIT_CARD,MASTERCARD,£3.50,,,SIX,Worldpay,SIX-84FC4B557C87D713
EE-000208,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-02T13:42:35Z,2025-03-02T14:16:35Z,34,CAR,CREDIT_CARD,MASTERCARD,£2.00,,,SIX,Worldpay,SIX-0B52A2457954DFE8
EE-000209,3a1b2c3d-4e5f-6789-abcd-ef0123456701,Seafront Long Stay,2025-03-02T14:02:19Z,2025-03-02T16:44:19Z,162,CAR,CREDIT_CARD,VISA,£5.00,,,SIX,Worldpay,SIX-2B92886A99958348
